region,type,e,n,var,p50,p250,p500,p750,p950
1,5,61,1321955,3,0.2537769738007955,0.3082353771343633,0.3922329428841745,0.3922329428841745,0.4293989048584481
1,5,61,1321955,4,1799,1799,1804,5968,16205
1,5,61,1321955,5,2.136049985885621,2.136049985885621,2.207005344551153,5.297396688181731,8.581420938344706
1,5,61,1321955,6,61.37839508056642,61.37839508056642,64.43541717529297,69.08055839669473,73.02217061713876
1,5,61,1321955,8,0.147709696501531,0.2076494870501174,0.2491739742172018,0.2491739742172018,0.3909476794855713
1,5,61,1321955,9,0.1336361647962699,0.1336361647962699,0.4020165823656149,0.4020165823656149,0.5410950089089663
1,5,61,1321955,7,0.0121264048212801,0.0184963969565351,0.1254548178690185,0.1254548178690185,0.3342256324239631
1,7,45,649945,2,1.8,9,19.8,34.300000000000004,58.7
1,7,45,649945,1,0.4442188634032212,0.4642617404397728,0.4706352649737618,0.4706352649737618,0.479780342509621
1,7,45,649945,3,0.2281695064976475,0.392227389822279,0.392227389822279,0.4293983124091687,0.4423040417452164
1,7,45,649945,4,2069,2503,2503,2503,10484
1,7,45,649945,5,1.9031299452636377,1.9031352996826167,1.9031352996826167,1.9031352996826167,7.959316964011989
1,7,45,649945,6,61.81139755249024,62.46599960327146,62.46599960327146,62.46599960327149,74.45172319711692
1,7,45,649945,8,0.0889443140235512,0.2472397082146597,0.2472397082146597,0.3567124787610285,0.5211203935845722
1,7,45,649945,9,0.0238838053644847,0.207841049996468,0.4045484334284039,0.4045484334284039,0.6104046640093133
1,7,45,649945,7,0.0013951359052812,0.0079377975371388,0.1074609166327864,0.1074609166327864,0.2793652576292807
1,9,47,67893,2,1.8,9.8,21.5,36.6,61.2
1,9,47,67893,1,0.4162856571442327,0.4568690213779302,0.4612613734315841,0.4838041732108271,0.5026990394861612
1,9,47,67893,3,0.2160541361829996,0.3433659249043165,0.405677387588482,0.4137667079590877,0.4617838819657232
1,9,47,67893,4,1610,1610,2538,4654,13555
1,9,47,67893,5,2.041798114776612,2.730507059180074,3.325078010559081,3.3572330181774768,9.99958838970776
1,9,47,67893,6,60.843391418457024,61.47139739990232,61.49119100246724,68.12302644946413,74.68311832294447
1,9,47,67893,8,0.0897638009616693,0.2029713671585905,0.3263229527232436,0.3510649983068053,0.6450047868851749
1,9,47,67893,9,0.0063178071637328,0.2204006681071216,0.294563121743693,0.4269663100678061,0.6200446058427488
1,9,47,67893,7,0.0017773310909669,0.0277652589668441,0.0659351285886274,0.1333810334137757,0.2140588255502875
3,0,1238,705336,2,4.7,22.6,41.3,57.900000000000006,73.7
3,0,1237,705331,1,0.5010874560032863,0.5062414822681888,0.5145225342117676,0.5282964959382159,0.5521136034715212
3,0,1237,705331,3,0.1307229580219515,0.13958833571796,0.1479786148757276,0.1706207971686864,0.1861092346509541
3,0,1233,704911,4,18612,25496,36906,49232,63836
3,0,1233,704911,5,10.009879112243652,11.04602429209208,11.476301506990374,12.228595307464367,13.405883404690185
3,0,1233,704911,6,70.5780029296875,71.81415734415674,81.29250451698852,82.53600311279294,83.48279942948565
3,0,1233,705264,8,0.0546413882545287,0.1969030872001977,0.3200532354988944,0.4103417108772498,0.5121176705359786
3,0,1233,705264,9,0.0408620755139309,0.0871864407502494,0.1210952698949727,0.1716035949439051,0.254451969691665
3,0,1233,705264,7,0.0233441889434761,0.1246852252812436,0.2125485022308166,0.3102106917821459,0.5325168098449635
3,2,965,578335,2,4.7,22.4,41.400000000000006,57.900000000000006,73.9
3,2,964,578330,1,0.4984852959282424,0.5049459971894286,0.5118130965169571,0.5179619054646285,0.5403455758709412
3,2,964,578330,3,0.1307229580219515,0.1444707880263021,0.1479773534179906,0.1769929098438653,0.1987689249783333
3,2,960,577910,4,18567,30558,42667,55607,63836
3,2,960,577910,5,9.815879249492262,10.763335404499736,11.476301506990374,12.1090612063439,13.59224260094017
3,2,960,577910,6,68.95536987347931,80.26026648807111,81.6443812216183,82.7902362989059,83.48279942948565
3,2,960,578263,8,0.0546413882545287,0.1876258068265414,0.3132974859467544,0.3528315798405516,0.5121176705359786
3,2,960,578263,9,0.0407972450131344,0.0871864407502494,0.1390944738672458,0.1911200021145239,0.272120844169088
3,2,960,578263,7,0.0233441889434761,0.1288287913733911,0.2253756708629654,0.2937419519942157,0.5677605200579119
3,3,326,183448,2,4.3,21.6,40,57.400000000000006,73.3
3,3,326,183448,1,0.5028726108304479,0.5028726108304479,0.5116517402780366,0.5273988615075502,0.5408081050181036
3,3,326,183448,3,0.134079402088548,0.1578657615684419,0.1578657615684419,0.1773679046022572,0.2115734156278644
3,3,326,183448,4,16748,23412,45391,61992,61992
3,3,326,183448,5,10.391106605529783,11.690258767229016,12.1090612063439,12.44526820206568,13.755610337817924
3,3,326,183448,6,66.89004766199263,71.81415734415674,80.5322807813278,81.29250451698852,83.08682351494127
3,3,324,183436,8,0.0546413882545287,0.2636877849641002,0.3200532354988944,0.360393365279985,0.4858790416779637
3,3,324,183436,9,0.0608745067022241,0.1389780172859308,0.1454925099292249,0.1964859090446231,0.2242684861397163
3,3,324,183436,7,0.0782146529013529,0.1818264505775026,0.2534555518153258,0.2665516581282241,0.5677605200579119
3,8,110,6330,2,4.7,22.200000000000003,40.900000000000006,57.2,73.8
3,8,110,6330,1,0.4697260603792605,0.4915361992450527,0.5072081709800558,0.5173398941441468,0.5195598741788712
3,8,110,6330,3,0.1307146519716041,0.1309929259357543,0.1602939438555478,0.1813705924814351,0.1892651761622891
3,8,106,6049,4,32468,54645,61885,78415,94244
3,8,106,6049,5,10.280278949559085,11.298944226351528,13.29693375516142,13.658664703369142,13.767169952392578
3,8,106,6049,6,81.36864513737683,82.2544642364339,82.67819976806643,83.53620147705078,84.15226290283951
3,8,110,6330,8,0.011351640824534,0.0244863701499952,0.1454116453064758,0.2558506137318737,0.2932438988836262
3,8,110,6330,9,0.0038887569255469,0.052076420703339,0.080520831438187307,0.2230971833993633,0.369683011381313
3,8,110,6330,7,0.0079131620310602,0.0614261560828313,0.2354111521618576,0.5138239843757096,0.5325168098449635
3,6,255,241965,2,4.800000000000001,22.5,42.1,58,74.10000000000001
3,6,255,241965,1,0.4984852959282423,0.5049459971894286,0.5075797282772156,0.5145225342117676,0.5282964959382159
3,6,255,241965,3,0.131310231726489,0.13958833571796,0.1479773533250938,0.1814385944876771,0.1814391838812546
3,6,255,241965,4,21299,36083,39828,48199,55024
3,6,255,241965,5,9.755545088480943,10.050355676009357,10.818423228734384,11.476301506990374,12.109061206343895
3,6,255,241965,6,79.62860107421875,81.14830017089844,82.457819448155675,83.05509948730472,83.71971827869513
3,6,255,241965,8,0.0482262712269235,0.1248221923398773,0.3057175475626077,0.3528315798405516,0.466287558853133
3,6,255,241965,9,0.038814794728204,0.0934130073945547,0.1390944738672458,0.2222569486344262,0.2866696320717288
3,6,255,241965,7,0.0190494546121063,0.1288287913733911,0.2009684059791334,0.4100418097433231,0.6914644905278143
3,4,243,83182,2,4.9,23.200000000000003,42.2,58.3,74.3
3,4,242,83177,1,0.499225392978876,0.5092955474535631,0.5150289930840717,0.5150289930840717,0.5273988615075502
3,4,242,83177,3,0.1307229580219515,0.1307229580219515,0.1439147896373956,0.1756424856680054,0.1814385944876771
3,4,242,83038,4,26313,47400,63836,63836,94616
3,4,242,83038,5,11.000445733769425,11.09712471083408,11.109510421674448,13.378993056752178,13.59224260094017
3,4,242,83038,6,71.62400054931639,80.99314026561734,83.0988998413086,83.25022601557362,83.34680379778735
3,4,240,83122,8,0.1137930698890885,0.2008765267106966,0.3840201751093363,0.5121176705359786,0.5121176705359786
3,4,240,83122,9,0.0312008273006998,0.0871864407502494,0.0871864407502494,0.1816385735004139,0.2230971833993633
3,4,240,83122,7,0.0898280060860058,0.2253756708629654,0.2253756708629654,0.2481647381747296,0.4707598910024896
3,1,273,127001,2,4.6000000000000005,24,40.5,58.2,72.8
3,1,273,127001,1,0.5409047119980048,0.55020626082637,0.5521136034715212,0.5521136034715212,0.552113678153076
3,1,273,127001,3,0.1395870502496624,0.1395870502496624,0.1706207971686864,0.1706207971686864,0.1771903004503767
3,1,273,127001,4,18612,18612,30859,30859,30859
3,1,273,127001,5,11.425350631187206,11.425503263106394,12.872938046104474,12.872938046104474,12.872944335938564
3,1,273,127001,6,70.57937598474217,70.57937966668206,70.57937966668206,71.6238961461673,72.43810554959637
3,1,273,127001,8,0.3546932658986343,0.3882698250727226,0.5079892514434379,0.5079931208713205,0.5079931208713205
3,1,273,127001,9,0.0804794478499885,0.0804794478499885,0.1187404768891698,0.1187404768891698,0.1210952698949727
3,1,273,127001,7,0.1246852252812436,0.1246852252812436,0.1248780165634621,0.3102106917821459,0.3102106917821459
3,5,23,50024,2,5.1000000000000005,23.4,42.1,59.2,74.3
3,5,23,50024,1,0.5069213365283497,0.5218805369030952,0.5218805369030952,0.5218805369030952,0.5218805369030952
